citationVelocity,paperId,citations_count,pid,Venue Citation Count,Venue Scholarly Output,Venue Percent Cited,Venue CiteScore,Venue SNIP,Venue SJR,avg_pub,avg_hidx,avg_auth_cites,avg_high_inf_cites,max_pub,max_hidx,max_auth_cites,max_high_inf_cites,first_pub,first_hidx,first_auth_cites,first_high_inf_cites,last_pub,last_hidx,last_auth_cites,last_high_inf_cites,citation_count_per_year,inf_citation_count_per_year,Venue Rank Ratio,citationVelocity_cite,citation_count_per_year_cite,inf_citation_count_per_year_cite,fos_Psychology_Medicine_cite,fos_Psychology_cite,fos_Other_cite,cs_m1,cs_m2,cs_m3,cs_m4,cs_m5,cs_m6,cs_m7,cs_m8,cs_m9,cs_m10,cs_m11,cs_m12,cs_m13,cs_m14,cs_m15,cs_m16,cs_m17,cs_m18,cs_m19,cs_m20,cs_m21,cs_m22,cs_m23,cs_m24,cs_m25,cs_m26,cs_m27,cs_m28,cs_m29,cs_m30,cs_m31,cs_m32,cs_m33,cs_m34,fos_Physcology,fos_Business_Economics,fos_Government_Law,fos_Sociology,fos_Education_Educational_Research,fos_International_Relations,fos_Public_Administration,fos_Other,paper_age
7,4f5eb99d9fd82bcff6bf10a62c11cb128bb93b09,24,wE9G,966,251,74.1,3.8,1.735,1.769,18,6.666666667,672.6666667,39,52,18,1970,115,52,18,1970,115,1,1,24,1,4.8,0.2,0.040201005,0,1.092361111,0.0625,0,0.166666667,0.833333333,0.18707405,0.265592665,0.192937667,0.186,0.1662906,0.198,0.307258413,0.303892547,0.37,0.183294216,0.3868,0.3,0.5775,0.6,0.577885748,0.701632454,0.576109368,0.51,0.577885748,0.559945055,0.547232323,0.54729761,0.573749309,0.576123104,0.588801907,0.577485714,0.587937149,0.6,0.5775,0.563667293,0.599877207,0.585,0.577885748,0.570810811,0,0,0,1,0,0,0,0,4
0,8cbfb2f29eeaad5643a21ea647286e5023859996,5,pN7E,823,109,82.6,7.6,3.466,4.297,39,11,437,41.5,47,13,622,67,31,9,252,16,47,13,622,67,1.25,0,0.005839416,0,0.6,0.1,0,0.8,0.2,0.53,0.473079273,0.434567254,0.496,0.628856086,0.616,0.524569749,0.346104063,0.53,0.498234468,0.555,0.3,0.563,0.55,0.564260359,0.666115403,0.560753886,0.54,0.564260359,0.545689852,0.569242311,0.56846937,0.560148336,0.560717824,0.563269415,0.563036111,0.560768218,0.548979757,0.563,0.560555153,0.677069492,0.563157895,0.564260359,0.552427791,0,0,0,0,0,0,0,1,3
15,908657e4bbe9ffa6d6ce0eea1cea9a26484c067d,76,l28z,1439,294,78.9,4.9,2.646,3.031,97.33333333,28,6306.666667,520.3333333,155,45,15307,1369,155,45,15307,1369,72,25,2934,151,15.2,1.4,0.060337892,0.5,1.317449875,0.082017544,0,0.026315789,0.973684211,0.6800001,0.676126743,0.766453859,0.778,0.832381399,0.708,0.63766577,0.817856552,0.676,0.803806533,0.6725,0.8,0.6675,0.71,0.673177744,0.879162882,0.655999942,0.72,0.61,0.646341463,0.567238504,0.568327746,0.651999648,0.656013593,0.68433286,0.667484252,0.675584133,0.72302682,0.6675,0.689841724,0.748964837,0.663461539,0.608144623,0.706529968,0,0,0,0,0,1,0,0,4
0,ead20532a1213fc993ef1267ae1faf51e5035cc3,25,EKpX,2228,250,80.8,8.9,3.103,7.325,51.33333333,15.66666667,1527,90.33333333,76,28,3658,202,58,11,645,53,76,28,3658,202,2.777777778,0.333333333,0.04519774,2.36,3.202857143,0.186190476,0,0.2,0.8,0.35999995,0.335643629,0.309689179,0.314,0.300531604,0.314,0.33640591,0.250534941,0.408,0.348898196,0.426923077,0.3,0.1625,0.175,0.157612108,0.004041046,0.160224766,0.177780205,0.15,0.184029484,0.185065558,0.185128126,0.159486793,0.160259378,0.15866404,0.16247584,0.157455798,0.183333333,0.1625,0.160542916,0.199714313,0.165789474,0.16855936,0.188998035,0,1,0,0,0,0,0,0,8
0,d9664a89dc2c68b6035bd6a4a6a53ced1f612d7a,35,KpNx,966,251,74.1,3.8,1.735,1.769,66,18,1546,94,66,18,1546,94,66,18,1546,94,66,18,1546,94,3.888888889,0.555555556,0.040201005,1,2.148061224,0.102380952,0.228571429,0.457142857,0.314285714,0.44,0.434979157,0.339295339,0.434,0.266540804,0.446,0.52407515,0.377867999,0.6,0.31294334,0.556666667,0.4,0.5925,0.6,0.592735952,0.736689598,0.589552435,0.553603604,0.55,0.592524917,0.580525942,0.583249462,0.590312359,0.589587113,0.589789914,0.592470121,0.586623569,0.605915493,0.5925,0.600524843,0.619645555,0.5925,0.55,0.593319502,0,0,0,0,0,0,0,1,8
50,7ce76d5d5f932c705748e921c0251e3820f749ce,320,a2Yx,1841,227,93,8.1,4.852,14.563,54,18.5,3698,541,55,22,4773,754,55,22,4773,754,53,15,2623,328,35.55555556,5.444444444,0.037676609,1.720116618,2.745915948,0.240312748,0,0,1,0.39000002,0.422647198,0.394358214,0.35,0.450003559,0.332,0.358088749,0.407226985,0.582,0.387620894,0.455384615,0.3,0.67,0.7,0.673175686,0.882859731,0.668279681,0.552727273,0.718518518,0.7015625,0.637751472,0.64735799,0.667635767,0.668268924,0.675811729,0.670012835,0.674086943,0.7,0.67,0.673095947,0.749508183,0.693478261,0.720310383,0.704017857,0,1,0,0,0,0,0,0,7
0,f5687ed1fba33d18766a3b1c28a760249f6c0c16,7,BPyk,530,97,78.4,5.5,3.1,2.765,283,52,9525,586,283,52,9525,586,283,52,9525,586,283,52,9525,586,1,0,0.035885167,0.857142857,1.523809524,0.071428571,0.142857143,0.714285714,0.142857143,0.7699999,0.788962568,0.801406076,0.876,0.855319053,0.876,0.807560472,0.764414011,0.8,0.837550691,0.778666667,0.8,0.6,0.6,0.60573346,0.753498133,0.588029383,0.6,0.705555556,0.611670236,0.542806586,0.583257361,0.588029585,0.588000237,0.583729268,0.600040419,0.574300542,0.6,0.6,0.599684964,0.748706385,0.603846154,0.693033528,0.586979167,0,0,0,0,1,0,0,0,6
0,6aa148e918a23a55adefdf3013ccffee63a1115b,62,rym8,1439,294,78.9,4.9,2.646,3.031,66,14,2052.5,74,127,25,3776,130,127,25,3776,130,5,3,329,18,5.166666667,0.166666667,0.060337892,0.709677419,1.567298562,0.029622259,0,0.016129032,0.983870968,0.78000003,0.774802747,0.845761731,0.864,0.859579181,0.806,0.795879805,0.789578638,0.744,0.870635227,0.788214286,0.8,0.668,0.675,0.680714009,0.879907884,0.641930384,0.498039216,0.71953125,0.713233216,0.59501836,0.607874651,0.640276954,0.641906131,0.643923879,0.66802841,0.605895246,0.696407868,0.668,0.685455111,0.845923833,0.671363636,0.72430562,0.642917232,0,0,0,0,0,1,0,0,11
13,71f1deb57370d2ea9b4d3a0c37fb541c10967ac5,64,Dr1R,5804,693,91.5,8.4,2.598,2.88,21,10.66666667,969.3333333,60.33333333,35,17,1438,85,35,17,1438,83,15,11,1355,85,12.8,0.6,0.024464832,3.390625,3.890885417,0.206770833,0.375,0.296875,0.328125,0.23999998,0.324386666,0.282335075,0.184,0.235945201,0.256,0.339891644,0.279609249,0.428,0.242788004,0.415384615,0.3,0.4375,0.45,0.436569809,0.335134827,0.433860003,0.488461539,0.436569809,0.447122302,0.443473849,0.450211105,0.433790747,0.433781174,0.419707985,0.437577464,0.415223648,0.463636364,0.4375,0.439106429,0.499154596,0.445454546,0.436569809,0.429139073,0,0,0,0,0,0,0,1,4
7,5e7b6f3abd654fd7e6b02a6a510ebd13c3339dfe,21,qXl7,2474,272,89.7,9.1,3.062,3.272,186.5,36.25,15382.75,1109.25,666,116,60142,4335,51,15,872,77,666,116,60142,4335,5.25,0,0.006379585,1.19047619,2.484126984,0.126984127,0.142857143,0.285714286,0.571428571,0.44999996,0.44471487,0.373269359,0.4,0.266615175,0.372,0.443235707,0.308018335,0.456,0.309337418,0.497916667,0.4,0.5625,0.55,0.563430191,0.664865173,0.554918958,0.611567164,0.563430191,0.599190283,0.559815258,0.56360792,0.5583195,0.554957272,0.545239419,0.562456889,0.539429725,0.536363636,0.5625,0.579882256,0.648901087,0.56,0.563430191,0.594523327,1,0,0,0,0,0,0,0,3
0,2976844145cbc8cf123f44bc06e1ba9f5085246d,17,P9O7,1458,325,75.7,4.5,1.916,1.671,63.66666667,16.33333333,1510.666667,96,154,31,3954,257,22,6,143,12,15,12,435,19,2.833333333,0.333333333,0.030150754,0,1.689215686,0.111764706,0.058823529,0.411764706,0.529411765,0.86999995,0.870704221,0.886960888,0.87,0.879640133,0.872,0.821211592,0.802938516,0.864,0.881914002,0.798461538,0.8,0.546666667,0.55,0.547981611,0.624513081,0.537581379,0.556212485,0.567272727,0.543125,0.511017504,0.512656143,0.534907444,0.537588624,0.56140393,0.546660665,0.552012137,0.55803532,0.546666667,0.563196448,0.678371415,0.552352941,0.569390852,0.576723716,0,0,0,1,0,0,0,0,5
0,de03ed926b89d79fd4bf0e214d868845e83f5d50,48,rb8d,7896,1118,82.6,7.1,2.88,2.223,71,19.66666667,1941.333333,160,116,32,4448,341,65,14,767,66,32,13,609,73,4.363636364,1.454545455,0.012552301,0.708333333,1.514484127,0.129365079,0,0,1,0.33,0.341459255,0.319191079,0.318,0.340969068,0.318,0.473895041,0.286753362,0.576,0.322414541,0.518064516,0.3,0.58,0.6,0.580816968,0.707601214,0.575071403,0.6,0.580816968,0.572025724,0.551575934,0.559677362,0.573656822,0.575094439,0.582849009,0.579979987,0.577985064,0.6,0.58,0.587531038,0.649190805,0.576666667,0.580816968,0.584237288,0,0,0,0,0,0,0,1,10
0,6cf79f183bfe2ea824b1e07e07fa3146cf63a758,53,4zev,11540,2023,78.8,5.7,2.097,1.944,58.11111111,15.11111111,1494.888889,72.88888889,255,34,4395,213,47,17,1735,126,93,31,4395,168,5.888888889,0.666666667,0.04,11.04761905,10.02314815,0.617346939,0.158730159,0.095238095,0.746031746,0.8299999,0.846505228,0.867860264,0.876,0.829250428,0.848,0.840877249,0.784680238,0.738,0.876504413,0.784736842,0.8,0.7875,0.775,0.999942159,0.984265921,0.780595988,0.699226306,0.733333333,0.790476191,0.582727263,0.703583519,0.776633281,0.78043003,0.793310503,0.78766142,0.786579137,0.743181818,0.7875,0.785537567,0.999496891,0.79,0.687292175,0.75,0,0,0,0,0,0,0,1,8
10,5b03f1f3bfc201c0a3615ffd368e17db817e625b,52,Ldzz,3816,356,89.3,10.7,3.692,6.423,74,17.25,1393.25,64.75,96,27,2690,116,69,14,1236,58,95,27,2690,116,6.5,0.125,0.035242291,0.692307692,1.711538462,0.116025641,0.096153846,0.5,0.403846154,0.64,0.559855529,0.523190976,0.31,0.204227957,0.31,0.355959038,0.363754498,0.352,0.416958404,0.398,0.4,0.41,0.45,0.401477945,0.269023537,0.380856859,0.370318021,0.35,0.365625,0.419612327,0.419994561,0.382257909,0.380699057,0.418025607,0.4101483,0.385975647,0.51,0.41,0.392695538,0.548842106,0.445652174,0.324460575,0.419314079,1,1,0,0,0,0,0,0,7
6,d1b45cdacfc7d8a7e13e1b4353ec062860a1d576,24,bGmk,2542,368,75,6.9,2.143,1.818,95,23,2610.333333,181.3333333,214,43,7421,537,214,43,7421,537,64,18,1206,72,4,0.666666667,0.038732394,5.041666667,4.676388889,0.333333333,0.041666667,0.375,0.583333333,0.23999998,0.360891121,0.316322939,0.334,0.31616108,0.34,0.380470754,0.279609249,0.4,0.345573465,0.409285714,0.3,0.34,0.35,0.328326669,0.132350075,0.327805758,0.424940048,0.326190476,0.341176471,0.426381275,0.426534011,0.327374784,0.327957532,0.308338116,0.339864668,0.293751401,0.383050848,0.34,0.326666667,0.447457545,0.34375,0.335856079,0.371468144,1,0,0,0,0,0,0,0,5
0,a126a545608c3dde147119f7be72a23f9f47a3e7,34,bVrX,1530,252,79.8,6.1,2.887,3.5,44.5,11.5,1000,48,73,17,1821,88,16,6,179,8,73,17,1821,88,2.833333333,0.25,0.031375704,1,1.919070962,0.090196078,0,0.029411765,0.970588235,0.52,0.528332472,0.499991586,0.522,0.454850191,0.522,0.575917046,0.384764883,0.594,0.442705822,0.601111111,0.4,0.5375,0.525,0.538612914,0.600568379,0.544554793,0.65,0.572222222,0.539944134,0.511065022,0.54732248,0.537711982,0.54469842,0.539477767,0.537363955,0.543791373,0.50625,0.5375,0.550235256,0.647888496,0.5375,0.560080896,0.554990403,0,0,0,0,0,0,0,1,11
0,d0b8c457280ded87bda2ab3ee3d3acd59f69d445,3,z9e1,2975,449,82,6.6,1.933,2.721,116,21,2771.5,185.5,216,37,5451,365,16,5,92,6,216,37,5451,365,0.5,0,0.068627451,0,1.166666667,0,0.333333333,0.333333333,0.333333333,0.84000003,0.782340823,0.838476725,0.782,0.810422433,0.782,0.732063366,0.783671448,0.72,0.8281371,0.689545455,0.8,0.69,0.7,0.702641868,0.909910596,0.682199776,0.75,0.695,0.679411765,0.531620957,0.534285807,0.68231849,0.682080134,0.732346783,0.690112792,0.724644707,0.719811321,0.69,0.71,0.848085248,0.722916667,0.69862069,0.67027027,1,0,0,0,0,0,0,0,5
10,cba7aad965daca83f1455a43e466902a35e6a57e,43,vQVL,1561,251,74.9,6.2,4.676,5.872,46,18,1625,51.66666667,62,24,3292,104,62,24,3292,104,53,19,1176,37,7.166666667,0.166666667,0.030571199,0.418604651,1.003875969,0.031782946,0,0.11627907,0.88372093,0.41000003,0.401803621,0.374633395,0.626,0.712168575,0.616,0.6443097,0.324821825,0.61,0.559606136,0.682307692,0.3,0.596,0.6,0.59768022,0.744596263,0.591858429,0.6,0.582631579,0.601886793,0.565719493,0.565995196,0.589965831,0.591872,0.609449898,0.595986914,0.604974815,0.577546012,0.596,0.592563941,0.698832094,0.597878788,0.580208075,0.58316932,0,0,0,0,0,0,0,1,5
9,ca2cf726bc3c5037a1661795bbd2271cebe98dfb,36,P7X7,1115,182,83.5,6.1,3.205,3.82,34.25,10.25,649.5,32.75,55,13,1475,50,50,13,529,37,26,13,1475,50,6,0.333333333,0.013232514,1.944444444,2.362962963,0.177777778,0.055555556,0.111111111,0.833333333,0.41,0.418675417,0.391110235,0.382,0.490183973,0.384,0.517709817,0.324821825,0.644,0.40838983,0.526538461,0.3,0.575,0.525,0.586036561,0.695616109,0.555922703,0.45,0.492592593,0.493090129,0.515863219,0.606524289,0.555363716,0.55585894,0.524524657,0.575085441,0.50985059,0.5,0.575,0.601527184,0.797503924,0.562,0.501792424,0.537620192,0,0,0,0,0,0,0,1,5
8,f601d64ebbd64999f6745a63fe7c7ae75b3d6f83,25,ld0y,3816,356,89.3,10.7,3.692,6.423,230.6666667,45.66666667,15069,943.6666667,446,58,23580,1476,154,38,7757,616,446,58,13870,739,6.25,0,0.035242291,0.76,2.046666667,0.08,0.16,0.48,0.36,0.51000005,0.302507798,0.312400848,0.482,0.456781775,0.51,0.376369404,0.422639617,0.436,0.37132067,0.451428571,0.4,0.434,0.35,0.427538236,0.3264172,0.377776874,0.35971564,0.572,0.412647059,0.446975912,0.448082393,0.379593132,0.377862959,0.49569678,0.433860124,0.430494526,0.336528825,0.434,0.444444444,0.686722315,0.439655172,0.572995169,0.497157676,1,1,0,0,0,0,0,0,3
0,999777af9f9dffda9da182ddb91eeb3263528f4f,57,Jvqe,5608,938,80.4,6,1.819,2.33,124,31.5,3908.5,291.5,194,41,6092,447,194,41,6092,447,54,22,1725,136,5.7,0.3,0.011312217,2.052631579,2.80312587,0.146157059,0.578947368,0.122807018,0.298245614,0.29,0.316375392,0.279317526,0.284,0.224118345,0.284,0.422049095,0.257689749,0.396,0.295677342,0.4615,0.3,0.6625,0.675,0.66368848,0.871557955,0.659551166,0.6625,0.672727273,0.604464286,0.633882053,0.63466268,0.660153338,0.659613095,0.664337625,0.662439417,0.66187291,0.683333333,0.6625,0.663277211,0.699747235,0.663043478,0.663957838,0.683773585,1,0,0,0,0,0,0,0,9
0,e8e1f25a9a6483f387ca260790b3a485f04ada96,30,48pN,1458,325,75.7,4.5,1.916,1.671,31.66666667,10,417.3333333,19,57,15,758,29,18,7,286,23,20,8,208,5,3.333333333,0.222222222,0.030150754,0,0.984801587,0.044246032,0.033333333,0.233333333,0.733333333,0.71,0.705182496,0.740163971,0.744,0.71670746,0.744,0.736604507,0.784680238,0.714,0.74433394,0.759,0.8,0.6925,0.685,0.693871875,0.912979235,0.691813034,0.7,0.693871875,0.693269231,0.66353088,0.667508643,0.690004175,0.691818393,0.704830357,0.692495374,0.703789942,0.675454546,0.6925,0.691753731,0.749590167,0.693333333,0.693871875,0.693436293,0,0,0,1,0,0,0,0,8
0,cc6d3532c39a2a76d952cdd954a17a3246f8ee59,14,dkQ8,2168,319,78.1,6.8,1.895,2.35,134.2857143,26,4425.857143,246.8571429,435,50,11636,641,227,50,9713,578,19,8,297,15,2,0,0.054545455,1.785714286,2.329761905,0.073809524,0.5,0.357142857,0.142857143,0.26999998,0.342852984,0.299468619,0.242,0.289263854,0.312,0.310907336,0.279609249,0.392,0.282235145,0.376428571,0.3,0.4625,0.465,0.459214855,0.399431621,0.43938453,0.58,0.507777778,0.592843823,0.46912644,0.47326364,0.438434288,0.439146201,0.428373101,0.462743573,0.408588713,0.480897436,0.4625,0.488612028,0.618584614,0.464166667,0.495891932,0.462413793,1,0,0,0,0,0,0,0,5
0,b7f43a93bb3bf3d7a04a4f4aad59b57a190594c6,10,A3v1,966,251,74.1,3.8,1.735,1.769,3,3,74,2.5,4,4,86,3,4,4,86,3,2,2,62,2,1.428571429,0,0.040201005,0,1.178333333,0,0,0.2,0.8,0.64,0.703114171,0.746363111,0.77,0.78458981,0.786,0.707995267,0.794166407,0.738,0.769199897,0.6936,0.8,0.52,0.65,0.517644681,0.553996527,0.47995745,0.591860465,0.65,0.361218569,0.498721351,0.500109376,0.475292147,0.479749518,0.445694023,0.520198683,0.414016957,0.607792208,0.52,0.515181299,0.649572812,0.516129032,0.65,0.625235849,0,0,0,1,0,0,0,0,6
0,d419b898cf02da33ed0d8ee28593a499df8f7e8f,30,aprR,9093,718,90.3,12.7,4.28,3.047,110,22.66666667,3650.666667,230,213,37,8809,565,56,13,657,38,213,37,8809,565,3,0,0.027149321,1,1.644920635,0.154722222,0,0.566666667,0.433333333,0.69,0.66831067,0.538664706,0.596,0.322953355,0.556,0.686309706,0.33809418,0.716,0.467048147,0.692142857,0.4,0.796,0.8,0.798072978,0.987138855,0.794966165,0.78,0.798072978,0.805813954,0.773286841,0.773680984,0.794919321,0.794961534,0.799192385,0.796004542,0.798035363,0.794084507,0.796,0.792025619,0.849537357,0.796,0.798072978,0.790211864,0,0,0,0,0,0,0,1,9
16,e8a6ff6770e7a684e1b6ebb04adba18e08272324,138,E05N,965,180,73.3,5.4,2.238,2.722,107.5,24.5,4112,207,141,34,7125,350,74,15,1099,64,141,34,7125,350,13.8,0.7,0.121212121,3.717391304,3.807773109,0.325510621,0.130434783,0.52173913,0.347826087,0.49,0.49,0.46038088,0.474,0.458253181,0.474,0.467257947,0.250534941,0.504,0.512351656,0.493636364,0.3,0.4875,0.475,0.487460711,0.466197331,0.484031667,0.4,0.4625,0.492241379,0.491735682,0.495573289,0.487387214,0.484053655,0.473732843,0.48747966,0.470926213,0.45625,0.4875,0.498165447,0.598564355,0.4875,0.472906748,0.493543046,1,1,0,0,0,0,0,0,9
0,c704d7852e757d54f632b45d333e738e3eb77e10,19,pqzK,1458,325,75.7,4.5,1.916,1.671,213.75,38.75,7131.75,349.75,439,68,18457,924,190,38,5298,244,439,68,18457,924,3.8,0,0.030150754,0,1.472807018,0.026315789,0.631578947,0.210526316,0.157894737,0.55999994,0.468737595,0.36838611,0.222,0.248115099,0.29,0.299781048,0.303892547,0.43,0.256609359,0.371538462,0.3,0.5425,0.55,0.542596033,0.613675398,0.540135978,0.544643041,0.553846154,0.54,0.545089449,0.545878989,0.540472453,0.540166316,0.526553954,0.542467156,0.524510546,0.555915493,0.5425,0.547911742,0.569567052,0.542,0.544692875,0.548057143,0,0,0,1,0,0,0,0,4
0,0aa4a34f2f02fd39f99925241e284ad43a362e6b,10,4rpW,530,97,78.4,5.5,3.1,2.765,28.75,9.25,849.75,51.5,66,16,2574,150,66,16,2574,150,1,1,10,0,1.25,0,0.035885167,0,0.792380952,0.02,0,0.8,0.2,0.84000003,0.718100201,0.733309628,0.788,0.756718277,0.788,0.697224177,0.764414011,0.69,0.753853597,0.708666667,0.8,0.55,0.575,0.551053327,0.633122581,0.538240475,0.55,0.561764706,0.552008239,0.53129646,0.540349595,0.538120196,0.538148564,0.500342907,0.550075724,0.487473885,0.597058824,0.55,0.533160019,0.648429158,0.543478261,0.56659378,0.603424658,0,0,0,0,1,0,0,0,7
0,c9b8067af4c252961cc626d6e222c1adeaf9e2c0,3,Vl7X,2313,312,90.4,7.4,3.111,2.867,66.66666667,16,1134.333333,80.33333333,125,24,2306,160,125,24,2306,160,25,10,320,16,0.75,0,0.014481094,0,1,0,0,0,1,0.39000002,0.390738003,0.416008707,0.42,0.409764495,0.4,0.511268863,0.413455861,0.528,0.407530127,0.5192,0.4,0.545,0.565,0.545389603,0.620187777,0.538520802,0.6,0.545389603,0.548780488,0.50953862,0.540074382,0.53903265,0.538464174,0.547366204,0.545049813,0.540550302,0.576052632,0.545,0.550396559,0.599621517,0.542307692,0.545389603,0.544621849,0,0,0,0,0,0,1,0,3
48,3d383c470afffc304b1b8e4ce0666778e864d38b,284,0O7Z,2824,187,85.6,15.1,5.154,8.626,135.3333333,41.66666667,10910,630.6666667,165,49,11985,718,161,49,11985,718,80,33,11363,681,25.81818182,1.909090909,0.007614213,0.876760563,1.608117903,0.079300705,0.035211268,0.232394366,0.732394366,0.65000004,0.521966809,0.490252971,0.436,0.391481927,0.436,0.480303678,0.238003602,0.576,0.482977517,0.518461539,0.3,0.68,0.68,0.688898234,0.896944137,0.675398984,0.606720836,0.682258065,0.672820513,0.552418809,0.552448383,0.674338498,0.675284676,0.676494996,0.680116908,0.671910428,0.67247012,0.68,0.678764045,0.818484164,0.68,0.679836066,0.704114977,0,1,0,0,0,0,0,0,10
0,68fe4d0ee976db9e983a929918734e7a55610566,9,0W8,2854,507,72.2,5.6,2.203,2.488,61,18,3663,154,101,29,6980,287,21,7,346,21,101,29,6980,287,1.285714286,0,0.040225261,0.666666667,1.259259259,0.122222222,0,0.666666667,0.333333333,0.82,0.713287522,0.682147715,0.414,0.316757906,0.448,0.513297243,0.363754498,0.62,0.497051611,0.604166667,0.4,0.491666667,0.475,0.4916395,0.477451847,0.486771214,0.498449612,0.483695652,0.48125,0.477677686,0.514608061,0.4864425,0.486929398,0.483807746,0.491509975,0.479322006,0.445,0.491666667,0.506974754,0.59857768,0.4925,0.476163974,0.494366197,1,0,0,0,0,0,0,0,6
0,acb2c6c36d285f21cd05af4985843f7f6348b843,17,7OG2,1281,271,74.5,4.7,2.118,2.152,54.66666667,19.66666667,4551,291.3333333,130,47,13171,849,10,3,103,8,130,47,13171,849,4.25,0,0.05661882,1.117647059,2.624509804,0.142156863,0.294117647,0.588235294,0.117647059,0.62,0.60901503,0.536685376,0.732,0.77475683,0.744,0.68309608,0.308018335,0.73,0.653696942,0.6868,0.8,0.56,0.575,0.560996508,0.658590421,0.558323856,0.544825397,0.546666667,0.554590818,0.50708447,0.507727837,0.554748843,0.558341638,0.58770614,0.559980882,0.585493075,0.592898551,0.56,0.584354394,0.639108886,0.56,0.581677373,0.537089041,1,0,0,0,0,0,0,0,3
13,16c020e23a4357007af31500baf6dd7d606a6bdb,88,7eY9,7137,1021,78.4,7,3.254,5.439,60.5,24.5,4186.5,307.5,111,42,7602,554,10,7,771,61,111,42,7602,554,8.8,0.3,0.074941452,0.965909091,1.947452201,0.124350649,0,0.034090909,0.965909091,0.57,0.565906686,0.533344003,0.548,0.473663653,0.582,0.662030011,0.342104795,0.604,0.506771776,0.660869565,0.4,0.702,0.66,0.7093187,0.924017909,0.696563429,0.65,0.6608,0.675961539,0.631050244,0.642201914,0.693477011,0.696554364,0.730104182,0.702008208,0.723828699,0.639038113,0.702,0.699355643,0.799559154,0.703235294,0.651991016,0.722214156,0,1,0,0,0,0,0,0,9
0,fd503805d623bfd9c22bd2838e906b0f04333889,15,Yqrg,1115,182,83.5,6.1,3.205,3.82,35,10,392,20,35,10,392,20,35,10,392,20,35,10,392,20,1.875,0,0.013232514,0.733333333,1.64,0.066666667,0,0,1,0.42000002,0.418065141,0.402832338,0.496,0.421496015,0.426,0.563670873,0.414739983,0.622,0.404077119,0.605294118,0.4,0.525,0.5,0.527586504,0.567394643,0.516230635,0.525,0.536363636,0.568658537,0.513211608,0.514383541,0.516186611,0.516249921,0.471643679,0.524978921,0.463417698,0.472727273,0.525,0.513514167,0.69641057,0.527777778,0.522359983,0.481266491,0,0,0,0,0,0,0,1,7
0,dbbc786a2e6e7ba075bff9d24e9a0dcc8d9964fe,8,ZGW4,5593,618,84,9.1,2.617,3.303,65.66666667,19.66666667,2605.666667,150.6666667,101,32,5968,359,37,13,495,28,59,14,1354,65,2,0.5,0.039215686,0,0.479166667,0,0.25,0.5,0.25,0.6000001,0.673346318,0.683482955,0.662,0.657710547,0.704,0.692285503,0.422639617,0.594,0.650677879,0.646666667,0.4,0.6,0.6,0.604589039,0.753498133,0.586077492,0.675158769,0.604589039,0.53487699,0.521328181,0.536818368,0.588316827,0.586189383,0.610755345,0.59989777,0.602970342,0.633333333,0.6,0.600230758,0.747231174,0.595588235,0.604589039,0.571875,1,0,0,0,0,0,0,0,3
0,b98214ae697cba2cd725c3299ea9e260cb69cd84,10,9RaY,903,145,83.4,6.2,1.878,2.67,74.5,16.83333333,2544,158,270,38,7983,424,3,3,57,3,270,38,7983,424,1.111111111,0.111111111,0.056338028,0,0.853769841,0.045833333,0.2,0.7,0.1,0.23000002,0.299592262,0.261265491,0.5,0.323380814,0.488,0.51398201,0.35065116,0.352,0.353631711,0.469333333,0.4,0.5125,0.5,0.512796856,0.533802669,0.512514824,0.5,0.505882353,0.497368421,0.502257478,0.519409471,0.511606969,0.512585046,0.508576028,0.512429724,0.508249989,0.486363636,0.5125,0.512869632,0.598501968,0.516,0.506215105,0.525458249,1,0,0,0,0,0,0,0,8
0,dc7069a570cf06161eed68b95cd976c1c7f55990,25,bGy8,640,164,81.7,3.9,1.693,2.35,167,14,1348,64,305,26,2653,124,29,2,43,4,305,26,2653,124,3.571428571,0.285714286,0.0625,2.12,2.294,0.093333333,0.04,0.16,0.8,0.81,0.799237428,0.768551854,0.54,0.676442568,0.54,0.466939979,0.420455589,0.572,0.708408166,0.531,0.3,0.474,0.5,0.471701052,0.429933352,0.47491496,0.432763376,0.469047619,0.475277778,0.486232993,0.533172259,0.472206989,0.475097232,0.469897858,0.473814381,0.470509304,0.516976448,0.474,0.468181818,0.548875454,0.46173913,0.481274238,0.446638298,0,1,0,0,0,0,0,0,4
0,d3d32fad9455a069435b6fa03a04e324ca7e10b6,43,k4Az,2864,279,80.6,10.3,6.373,17.134,76.5,29,6987.5,563.5,127,47,13581,1092,127,47,13581,1092,26,11,394,35,7.166666667,0.666666667,0.006493506,1.860465116,3.219545958,0.389479513,0,0,1,0.45,0.434140378,0.387186931,0.71,0.61527224,0.566,0.669395984,0.53019554,0.706,0.593590539,0.6776,0.4,0.668,0.69,0.676579848,0.879907884,0.658920735,0.642158273,0.676579848,0.698,0.628639805,0.676174489,0.657665306,0.659008821,0.627189863,0.667923564,0.61506199,0.707164179,0.668,0.671837057,0.798630144,0.6778125,0.676579848,0.692438017,0,1,0,0,0,0,0,0,5
